timesteps,episode,ep_rew_mean,ep_len_mean,value_loss,policy_gradient_loss,approx_kl,entropy_loss,explained_variance,time_seconds
1000,10,,,362.9941864013672,-0.00442941221408546,0.0009128088,-2.2902346730232237,-0.012723326683044434,609.9422152042389
2000,20,,,328.2943054199219,-0.004363014921545982,0.00085526286,-2.283924925327301,-0.011916279792785645,1215.039844751358
3000,30,,,304.8842834472656,-0.012102652993053197,0.0025434932,-2.262989616394043,-0.008646607398986816,1876.9717576503754
4000,40,,,299.1394409179687,-0.00416917740367353,0.0017423527,-2.1830112457275392,0.0009608864784240723,2537.8945682048798
5000,50,,,290.09844360351565,-0.0023537054657936096,0.00093960855,-2.2061912059783935,-0.00033414363861083984,3218.955811738968
6000,60,,,276.2856170654297,-0.004385282285511494,0.0014656093,-2.188815975189209,0.0008878111839294434,3814.324038743973
7000,70,,,254.04007720947266,-0.00937690855935216,0.0031152838,-2.1737605571746825,-0.00031447410583496094,4470.563971996307
8000,80,,,251.51265563964844,-0.002598219783976674,0.00200715,-2.1584516882896425,0.000793159008026123,5060.3913106918335
9000,90,,,232.60764541625977,-0.0105865019839257,0.009088001,-2.09739670753479,-0.0004564523696899414,5558.4165868759155
10000,100,,,222.85536193847656,-0.004480070248246193,0.0039092554,-1.894028091430664,0.0003909468650817871,6005.725260734558
11000,110,,,210.45779418945312,-0.009796629194170237,0.006263479,-2.1356413841247557,-0.0006574392318725586,6495.520164966583
12000,120,,,201.28840713500978,-0.008008519187569618,0.0064710234,-2.0599398255348205,-1.811981201171875e-05,7035.726717710495
13000,130,,,193.5236915588379,-0.01702664066106081,0.012726986,-1.8993277549743652,-8.618831634521484e-05,7555.773952960968
14000,140,,,174.56409301757813,-0.0029904086142778395,0.0021353536,-2.1252329349517822,-0.0004905462265014648,8191.316650152206
15000,150,,,164.6693962097168,-0.01624530889093876,0.010041345,-2.040952038764954,-0.0006778240203857422,8735.78571176529
16000,160,,,154.36823806762695,-0.01636542649939656,0.009459749,-1.8394274890422821,-9.453296661376953e-05,9363.691074371338
17000,170,,,149.68921127319337,-0.01243897438980639,0.009505052,-1.7090978026390076,-2.4080276489257812e-05,10036.08337521553
18000,180,,,132.2814498901367,-0.012524757720530032,0.006591523,-2.0051690220832823,0.0001601576805114746,10633.020108222961
19000,190,,,125.73769416809083,-0.006777236144989729,0.006343892,-1.253892081975937,0.00012695789337158203,11203.677387952805
20000,200,,,116.84008140563965,-0.01876538572832942,0.018053053,-1.2704682767391204,6.121397018432617e-05,11817.994729757309
21000,210,,,110.2520378112793,-0.008860966842621564,0.0034118425,-1.5653255045413972,-0.00015497207641601562,12408.960788726807
22000,220,,,102.12453994750976,-0.005505806393921375,0.0037429482,-1.548593020439148,0.0001169443130493164,12947.485515356064
23000,230,,,88.71206817626953,-0.012707983050495386,0.0073169614,-1.7405423462390899,0.000443875789642334,13503.047622680664
24000,240,,,86.43223571777344,-0.020641452446579934,0.019564237,-1.5912332832813263,-4.38690185546875e-05,14092.27234697342
25000,250,,,76.1389389038086,-0.015881180483847856,0.016808335,-1.4603084981441499,0.00012254714965820312,14709.765523433685
26000,260,,,69.80678672790528,-0.0017271882388740778,0.0012859278,-1.5544439017772675,-8.034706115722656e-05,15261.004742145538
27000,270,,,64.00290298461914,-0.004656628053635359,0.002293317,-1.5476928234100342,-7.62939453125e-05,15828.860571622849
28000,280,,,57.95873794555664,-0.006602731999009848,0.0046161315,-1.6158613502979278,-1.1205673217773438e-05,16435.42391061783
29000,290,,,53.256888198852536,-0.005193561408668756,0.004554625,-0.9869564533233642,4.1484832763671875e-05,17199.7442381382
30000,300,,,46.17854061126709,-0.0015043315943330526,0.00038811332,-0.7249444991350174,-5.2094459533691406e-05,17941.463072538376
31000,310,,,39.91135501861572,-0.004264620877802372,0.0054152985,-0.5252381920814514,3.314018249511719e-05,18758.24503493309
32000,320,,,35.93915233612061,-0.0026917987037450076,0.001161803,-0.42591810673475267,6.842613220214844e-05,19761.31770014763
33000,330,,,32.47531690597534,-0.004584269318729639,0.0017029196,-0.4102607801556587,8.195638656616211e-05,20784.120678663254
34000,340,,,26.532844734191894,-0.0003118366235867143,8.552987e-05,-0.21183757334947587,9.506940841674805e-05,21709.185965061188
35000,350,,,23.141894912719728,-0.0009938524104654788,0.00021832576,-0.16731390431523324,6.324052810668945e-05,22624.634345531464
36000,360,,,18.976885318756104,-0.00031884079799056054,9.76515e-05,-0.09264179766178131,-4.649162292480469e-06,23647.590250730515
37000,370,,,16.063550567626955,-1.0947301052510739e-05,0.0,-0.08326373845338822,0.00016611814498901367,24664.39012813568
38000,380,,,13.123300886154174,-1.0965624824166298e-05,2.3841858e-07,-0.05974794235080481,0.00015014410018920898,25673.715681791306
39000,390,,,9.871076679229736,-2.0051375031471254e-07,0.0,-0.05431896243244409,4.887580871582031e-06,26690.172224998474
40000,400,,,7.834054470062256,-0.003105956851504743,0.00085329264,-0.05668319705873728,3.635883331298828e-06,27700.089079856873
41000,410,,,5.4863097906112674,-1.310836523771286e-07,0.0,-0.06287392340600491,3.5762786865234375e-06,28685.122418403625
42000,420,,,3.74129114151001,-0.0007804977474734187,0.00058737816,-0.08000201024115086,-4.887580871582031e-06,29642.207509994507
43000,430,,,2.4726893663406373,-0.0005892896559089422,0.00037635397,-0.0910902451723814,-0.00013554096221923828,30667.757219076157
44000,440,,,1.4038477838039398,-0.0019188752863556146,0.003802531,-0.12060474827885628,0.00019675493240356445,31668.758865118027
45000,450,,,0.6643097907304764,-0.0017146615544334054,0.0019292613,-0.08336751870810985,7.271766662597656e-05,32698.022784233093
46000,460,,,0.19166033286601306,-0.008223225141409784,0.006236163,-0.15270113870501517,-4.172325134277344e-06,33726.456902980804
47000,470,,,0.10440928130410612,-0.003562276856973767,0.015740966,-0.41635323166847227,-0.00025641918182373047,34680.88571834564
48000,480,,,0.10558144594542682,-0.0011973317712545394,0.004444132,-0.49282795637845994,-0.0001652240753173828,35604.41442036629
49000,490,,,0.11413514947053045,-0.0031997721642255785,0.0080553,-0.7135351091623306,-0.0001901388168334961,36499.70174574852
50000,500,,,0.2300861682742834,-0.0058264517923817035,0.0074227657,-1.1430125772953033,-0.00016260147094726562,37394.16039323807
51000,510,,,0.11578415683470666,-0.007016872731037438,0.010321481,-1.5325510203838348,-0.00015294551849365234,38171.554327487946
52000,520,,,0.11584414953831583,-0.007121309963986277,0.0018289187,-1.0562411904335023,-6.079673767089844e-05,38853.39918470383
53000,530,,,0.1335789485834539,-0.004752443125471473,0.0072353613,-1.0825038433074952,-0.00012814998626708984,39591.166840553284
54000,540,,,0.1267721075564623,-0.012830339558422565,0.059478845,-1.5367952108383178,-0.0001653432846069336,40320.887029886246
55000,550,,,0.21007745377719403,-0.002278581215068698,0.0059946533,-0.8528588026762008,-7.772445678710938e-05,41169.32020998001
56000,560,,,0.12799612912349403,-0.008985140081495046,0.009540109,-1.238464117050171,-8.165836334228516e-05,41960.29685425758
57000,570,,,0.0993561090901494,-0.00012351307086646556,0.0009749364,-0.7645596265792847,-0.00013935565948486328,42770.83977651596
58000,580,,,0.1224285481031984,-0.004233302036300302,0.008808086,-1.2303414583206176,-7.30752944946289e-05,43565.04614520073
59000,590,,,0.13733858559280634,-0.0030419252114370467,0.0068792496,-1.0834580600261687,-7.56978988647461e-05,44297.041412591934
60000,600,,,0.2322570275515318,-0.010650257463566959,0.010667788,-1.2940097332000733,-9.965896606445312e-05,44998.9828953743
61000,610,,,0.22365758176892997,-0.010424029733985662,0.011889132,-1.4515240967273713,-0.00013077259063720703,45734.91989827156
62000,620,,,0.09999539670534432,-0.002702802047133446,0.0049404423,-0.9754423677921296,-0.0001302957534790039,46528.41108942032
63000,630,,,0.10659339381381869,-0.0026434565661475062,0.008707902,-1.0449608623981477,-1.1920928955078125e-05,47217.29811000824
64000,640,,,0.1295275985263288,-0.0030659344512969254,0.004171846,-1.2077997207641602,-8.440017700195312e-05,47963.94736981392
65000,650,,,0.11604072004556656,-0.0025590997887775303,0.0018310407,-1.1341323375701904,-5.555152893066406e-05,48724.298738479614
66000,660,,,0.23402213249355555,-0.004181092709768563,0.023007471,-1.1598292768001557,-5.614757537841797e-05,49582.60181736946
67000,670,,,0.11744408681988716,-0.002534122485667467,0.0027998234,-1.1837012052536011,-0.0004698038101196289,50395.31402039528
68000,680,,,0.12990269898436962,-0.004629128333181143,0.014954519,-1.0125978857278823,-3.254413604736328e-05,51189.523840904236
69000,690,,,0.12052550720982254,-0.0020782855688594283,0.007804928,-0.9947481155395508,-2.2292137145996094e-05,51891.48249959946
70000,700,,,0.11994771210011095,-0.006201684521511197,0.014243508,-1.085849365592003,-5.650520324707031e-05,52600.27692770958
71000,710,,,0.2508310148492455,-0.017410555109381675,0.02449482,-1.2959048748016357,-6.282329559326172e-05,53305.51229095459
72000,720,,,0.14623309150338173,-0.005828200106043369,0.006902791,-0.9881992250680923,-4.947185516357422e-05,54124.45503258705
73000,730,,,0.12383395233191549,-0.007182897720485926,0.022181636,-1.3178141713142395,-5.1975250244140625e-05,54917.44280743599
74000,740,,,0.11564119402319192,-0.005239133257418871,0.0060307095,-0.9258349597454071,-1.8715858459472656e-05,55723.04468417168
