timesteps,episode,ep_rew_mean,ep_len_mean,loss,exploration_rate,time_seconds
1000,10,,,,0.05095000000000016,220.4712417125702
2000,20,,,0.00016276599490083754,0.05,430.2939429283142
3000,30,,,0.0002165298501495272,0.05,589.172492980957
4000,40,,,0.0010363940382376313,0.05,830.5454323291779
5000,50,,,0.0030764432158321142,0.05,1170.3093643188477
6000,60,,,0.0015539228916168213,0.05,1504.7765617370605
7000,70,,,0.5465037822723389,0.05,1895.8353953361511
8000,80,,,0.5573287010192871,0.05,2263.5480675697327
9000,90,,,0.003476019948720932,0.05,2667.3769886493683
10000,100,,,0.5548747777938843,0.05,3076.964697122574
11000,110,,,0.5529596209526062,0.05,3402.28648352623
12000,120,,,0.0024765096604824066,0.05,3694.4901592731476
13000,130,,,1.1054747104644775,0.05,4007.122829437256
14000,140,,,0.5542828440666199,0.05,4338.284144878387
15000,150,,,1.1074635982513428,0.05,4644.414075613022
16000,160,,,0.0021317678038030863,0.05,4954.727848291397
17000,170,,,0.0016599074006080627,0.05,5316.361648321152
18000,180,,,0.0011909794993698597,0.05,5666.365467786789
19000,190,,,0.5536007285118103,0.05,6006.577066421509
20000,200,,,0.5550041198730469,0.05,6367.87944316864
21000,210,,,0.000763834803365171,0.05,6723.194270372391
22000,220,,,0.5536072254180908,0.05,7058.73068356514
23000,230,,,0.0027978101279586554,0.05,7425.231348514557
24000,240,,,0.5538704991340637,0.05,7758.234322071075
25000,250,,,0.0013344709295779467,0.05,8148.180067539215
26000,260,,,0.002789883641526103,0.05,8491.830377340317
27000,270,,,2.2116811275482178,0.05,8839.52383184433
28000,280,,,0.0014181672595441341,0.05,9185.373535871506
29000,290,,,0.5561227798461914,0.05,9543.008529186249
30000,300,,,0.0042454516515135765,0.05,9902.82567024231
31000,310,,,0.0012184767983853817,0.05,10259.199583292007
32000,320,,,2.195700168609619,0.05,10607.651573419571
33000,330,,,0.5543015599250793,0.05,10985.335015535355
34000,340,,,0.557290256023407,0.05,11379.1548910141
35000,350,,,0.0032958982046693563,0.05,11758.347339391708
36000,360,,,0.001674276078119874,0.05,12136.2048869133
37000,370,,,0.5541179776191711,0.05,12504.666112661362
38000,380,,,0.553721010684967,0.05,12887.390189170837
39000,390,,,0.5565174221992493,0.05,13276.912835597992
40000,400,,,0.5521371364593506,0.05,13640.226971387863
41000,410,,,0.5565588474273682,0.05,14050.879314422607
42000,420,,,0.0025486110243946314,0.05,14475.334151744843
43000,430,,,0.550002932548523,0.05,14841.813130140305
44000,440,,,1.1047402620315552,0.05,15218.544641971588
45000,450,,,1.1044682264328003,0.05,15654.750954151154
46000,460,,,1.104881763458252,0.05,16000.946392774582
47000,470,,,0.5562304854393005,0.05,16425.238912582397
48000,480,,,1.103438377380371,0.05,16820.95637655258
49000,490,,,0.5555094480514526,0.05,17243.684527158737
50000,500,,,1.1028975248336792,0.05,17640.38063621521
51000,510,,,1.1112879514694214,0.05,18052.908879995346
52000,520,,,0.5524894595146179,0.05,18422.03581428528
53000,530,,,0.5541394948959351,0.05,18838.488929748535
54000,540,,,0.0016728590708225965,0.05,19242.573637247086
55000,550,,,0.0026467093266546726,0.05,19621.328847646713
56000,560,,,0.0035987484734505415,0.05,19990.82760500908
57000,570,,,0.012811945751309395,0.05,20427.974817991257
58000,580,,,0.5550364255905151,0.05,20800.86169052124
59000,590,,,0.5506818890571594,0.05,21177.3210811615
60000,600,,,1.100264072418213,0.05,21566.475172758102
61000,610,,,2.210292100906372,0.05,21937.526121139526
62000,620,,,0.5559027791023254,0.05,22262.11843276024
63000,630,,,0.0031187101267278194,0.05,22627.541524648666
64000,640,,,0.5568357110023499,0.05,22986.818598985672
65000,650,,,0.552402913570404,0.05,23300.515377044678
66000,660,,,0.004538584966212511,0.05,23618.25913834572
67000,670,,,0.5555275082588196,0.05,23950.986386299133
68000,680,,,0.00662273820489645,0.05,24273.69903755188
69000,690,,,0.5581222772598267,0.05,24631.71239924431
70000,700,,,0.0014274200657382607,0.05,25000.199370145798
71000,710,,,0.0054628243669867516,0.05,25338.316952466965
72000,720,,,0.011897153221070766,0.05,25661.513060092926
73000,730,,,0.5549988150596619,0.05,25959.702278852463
74000,740,,,0.5552447438240051,0.05,26300.87004494667
75000,750,,,1.1067767143249512,0.05,26653.702653169632
76000,760,,,0.5503610372543335,0.05,26968.28718662262
77000,770,,,0.002623148262500763,0.05,27323.195899009705
78000,780,,,0.004841153975576162,0.05,27657.798411130905
79000,790,,,0.009514665231108665,0.05,27998.94439482689
80000,800,,,1.1026208400726318,0.05,28338.76278066635
81000,810,,,0.5568081736564636,0.05,28637.671942710876
82000,820,,,0.0017182246083393693,0.05,28966.537791728973
83000,830,,,1.1085759401321411,0.05,29283.184908866882
84000,840,,,1.1016640663146973,0.05,29621.678369998932
85000,850,,,1.107853651046753,0.05,29865.30886888504
86000,860,,,0.562737226486206,0.05,30228.652509450912
87000,870,,,0.0032106521539390087,0.05,30509.696676254272
88000,880,,,0.5548753142356873,0.05,30840.98713374138
89000,890,,,0.006213068962097168,0.05,31165.11821603775
90000,900,,,1.6563282012939453,0.05,31460.369774103165
91000,910,,,0.006987330038100481,0.05,31795.83463692665
92000,920,,,0.5556366443634033,0.05,32118.36896133423
93000,930,,,1.1027828454971313,0.05,32476.96108341217
94000,940,,,0.5570806860923767,0.05,32839.126981019974
95000,950,,,0.5567533373832703,0.05,33171.66960334778
96000,960,,,0.5564436316490173,0.05,33532.71526694298
97000,970,,,0.0024703482631593943,0.05,33872.91204571724
98000,980,,,1.1070579290390015,0.05,34215.83636903763
99000,990,,,0.002093871356919408,0.05,34597.438940286636
100000,1000,,,0.00339305168017745,0.05,34926.63167023659
101000,1010,,,0.0027863713912665844,0.05,35236.55722784996
102000,1020,,,0.003155590035021305,0.05,35598.19102072716
103000,1030,,,0.006938369944691658,0.05,35922.27785396576
104000,1040,,,0.009311740286648273,0.05,36278.33700919151
105000,1050,,,0.004632680676877499,0.05,36553.80173802376
106000,1060,,,0.5499096512794495,0.05,36906.90875029564
107000,1070,,,0.004717764910310507,0.05,37234.47659659386
108000,1080,,,0.5593323707580566,0.05,37510.19357943535
109000,1090,,,0.0019373047398403287,0.05,37866.64936852455
110000,1100,,,0.009116919711232185,0.05,38213.8119032383
111000,1110,,,0.0024708565324544907,0.05,38574.40547084808
112000,1120,,,0.004457998089492321,0.05,38965.82975459099
113000,1130,,,0.5540323257446289,0.05,39284.72603392601
114000,1140,,,0.5559229850769043,0.05,39665.35173988342
115000,1150,,,0.5560597777366638,0.05,40021.64890432358
116000,1160,,,0.005843545775860548,0.05,40359.07558441162
117000,1170,,,0.5564994812011719,0.05,40724.04664731026
118000,1180,,,1.1011927127838135,0.05,41057.517560482025
119000,1190,,,0.5507226586341858,0.05,41444.19558930397
120000,1200,,,0.5523930191993713,0.05,41785.699469804764
121000,1210,,,0.005326698534190655,0.05,42136.041155576706
122000,1220,,,0.00744499359279871,0.05,42538.59656667709
123000,1230,,,0.007393167819827795,0.05,42884.221095085144
124000,1240,,,0.003965127281844616,0.05,43233.90285420418
125000,1250,,,0.004303860478103161,0.05,43612.713364839554
126000,1260,,,0.5568006634712219,0.05,43969.30663609505
127000,1270,,,0.5594485998153687,0.05,44353.38754582405
128000,1280,,,0.009786471724510193,0.05,44681.678282022476
129000,1290,,,0.007908154278993607,0.05,44998.715499162674
130000,1300,,,0.0072241490706801414,0.05,45318.83005428314
131000,1310,,,1.6512645483016968,0.05,45677.424919843674
132000,1320,,,0.5533034801483154,0.05,46051.068490982056
133000,1330,,,0.5550560355186462,0.05,46405.67638158798
134000,1340,,,0.5555068850517273,0.05,46777.50138640404
135000,1350,,,0.005239047575742006,0.05,47126.95797133446
136000,1360,,,1.6491858959197998,0.05,47509.68856835365
137000,1370,,,3.8409979343414307,0.05,47902.395963430405
138000,1380,,,0.5595757961273193,0.05,48214.29586815834
139000,1390,,,0.5586218237876892,0.05,48587.81632614136
140000,1400,,,0.5568497776985168,0.05,48977.20477819443
141000,1410,,,0.007337840273976326,0.05,49340.604202747345
142000,1420,,,0.5557515621185303,0.05,49766.30313253403
143000,1430,,,0.5577813982963562,0.05,50131.770716667175
144000,1440,,,1.103122353553772,0.05,50491.66510128975
145000,1450,,,0.006850979290902615,0.05,50897.35959196091
146000,1460,,,1.6650700569152832,0.05,51300.064576625824
147000,1470,,,0.559553325176239,0.05,51710.500678539276
148000,1480,,,0.00917331874370575,0.05,52066.04660630226
149000,1490,,,1.1087638139724731,0.05,52446.87555646896
150000,1500,,,0.006111614406108856,0.05,52815.87704920769
151000,1510,,,0.5551319122314453,0.05,53201.71478700638
152000,1520,,,0.0060888659209012985,0.05,53587.49004626274
153000,1530,,,0.5526423454284668,0.05,54004.93100428581
154000,1540,,,1.6551953554153442,0.05,54432.8405020237
155000,1550,,,1.654550552368164,0.05,54811.26779508591
156000,1560,,,0.009246878325939178,0.05,55238.23674440384
157000,1570,,,0.5541936159133911,0.05,55674.34109163284
158000,1580,,,1.6581405401229858,0.05,56103.79744195938
159000,1590,,,0.5589581727981567,0.05,56474.12693524361
160000,1600,,,0.5489431023597717,0.05,56821.140805482864
161000,1610,,,1.107062578201294,0.05,57206.35571885109
162000,1620,,,0.00839924905449152,0.05,57563.92343711853
163000,1630,,,0.554039716720581,0.05,57940.26240873337
164000,1640,,,0.007821468636393547,0.05,58323.13332891464
165000,1650,,,1.1051105260849,0.05,58678.767525196075
